45: 1915 IOP25000T
45: 1773 IOP25000T
45: 1913 IOP25000T
45: 1781 IOP25000T
45: 1701 IOP25000T
45: 1717 IOP25000T
45: 1581 IOP25000T
45: 1457 IOP25000T
45: 1650 IOP25000T
45: 1531 IOP25000T
45: 1645 IOP25000T
45: 1594 IOP25000T
45: 1656 IOP25000T
45: 1435 IOP25000T
45: 1521 IOP25000T
45: 1635 IOP25000T
45: 1591 IOP25000T
45: 1683 IOP25000T
45: 1522 IOP25000T
45: 1434 IOP25000T
45: 1601 IOP25000T
45: 1483 IOP25000T
45: 1520 IOP25000T
45: 1477 IOP25000T
45: 1439 IOP25000T
45: 1461 IOP25000T
45: 1484 IOP25000T
45: 1612 IOP25000T
45: 1772 IOP25000T
45: 1407 IOP25000T
45: 1443 IOP25000T
45: 1444 IOP25000T
45: 1622 IOP25000T
45: 1563 IOP25000T
45: 1319 IOP25000T
45: 1482 IOP25000T
45: 1274 IOP25000T
45: 1370 IOP25000T
45: 1398 IOP25000T
45: 1533 IOP25000T
