34: 275 MFLOPT
34: 281 MFLOPT
34: 308 MFLOPT
34: 304 MFLOPT
34: 315 MFLOPT
34: 322 MFLOPT
34: 320 MFLOPT
34: 325 MFLOPT
34: 325 MFLOPT
34: 322 MFLOPT
34: 324 MFLOPT
34: 324 MFLOPT
34: 322 MFLOPT
34: 327 MFLOPT
34: 328 MFLOPT
34: 328 MFLOPT
34: 322 MFLOPT
34: 326 MFLOPT
34: 324 MFLOPT
34: 367 MFLOPT
34: 291 MFLOPT
34: 322 MFLOPT
34: 324 MFLOPT
34: 325 MFLOPT
34: 321 MFLOPT
34: 325 MFLOPT
34: 322 MFLOPT
34: 320 MFLOPT
34: 317 MFLOPT
34: 322 MFLOPT
34: 318 MFLOPT
34: 321 MFLOPT
34: 324 MFLOPT
34: 323 MFLOPT
34: 321 MFLOPT
34: 323 MFLOPT
34: 325 MFLOPT
34: 319 MFLOPT
34: 328 MFLOPT
